상품명,1,2,3,4,5,6,7,8,9,10,11,12,합계(원)
푸마 웜셀 퍼치마레깅스 3종,0,0,0,0,0,0,0,0,0,0,205709000,681644000,887353000
K-SWISS 여성에어핏트랙수트,0,0,96715000,735319000,42714000,0,0,0,0,0,0,0,874748000
쿠미투니카 라이크라 보정 레이스멀티팬티,0,0,185119000,302201000,0,382015000,0,0,0,0,0,0,869335000
푸마 DRY-DELL 기능성 티셔츠형 브라탑 패키지,0,0,0,0,0,0,0,0,0,858758000,0,0,858758000
발렌티노루디 헤링본 리빙박스 6종,0,0,0,0,0,0,0,0,0,858445000,0,0,858445000
마르엘라로사티 썸머 레이스 블라우스 3종,0,0,0,0,451581000,403711000,0,0,0,0,0,0,855292000
무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),444205000,314663000,96054000,0,0,0,0,0,0,0,0,0,854922000
몬테밀라노 크루즈 이지웨어 패키지,0,0,0,0,0,0,497743000,355621000,0,0,0,0,853364000
일시불쿠첸압력밥솥 10인용,104392000,0,0,0,0,0,0,0,0,0,182852000,558756000,846000000
(직매입) 종근당건강 아이클리어 루테인,554479000,0,101414000,47392000,0,0,0,0,0,73556000,68771000,0,845612000
무이자 선일금고 이볼브 시리즈 EV-040,0,38470000,155157000,108644000,22062000,5137000,66885000,78844000,85818000,83538000,37786000,144829000,827170000
무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,0,0,0,0,134744000,454533000,235603000,0,0,0,0,0,824880000
도스문도스 카이만 엠보 소가죽 핸드백 1종(역시즌),0,0,0,0,0,0,446273000,377771000,0,0,0,0,824044000
레이프릴 무빙 맥시풀커버 브라팬티(리뉴얼),420413000,353472000,40852000,0,0,0,0,0,0,0,0,0,814737000
(1등급)221L_딤채김치냉장고,0,0,0,0,0,0,0,0,0,0,812503000,0,812503000
무이자 린나이 자동불꽃조절 가스레인지 3구,20497000,287019000,146616000,45682000,0,201701000,106539000,0,0,0,0,0,808054000
무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,0,0,0,111718000,454643000,126139000,34427000,80834000,0,0,0,0,807761000
헤비추얼 여성 트렌치 맥코트,0,0,722378000,74580000,0,0,0,0,0,0,0,0,796958000
(도냄)무이자 쿠쿠전기밥솥 10인용,796797000,0,0,0,0,0,0,0,0,0,0,0,796797000
도스문도스 카이만 엠보 소가죽 체인 숄더백 1종,0,0,0,0,354838000,256534000,130086000,0,53371000,0,0,0,794829000
몬테밀라노 웜기모 치마레깅스 4종,0,0,0,0,0,0,0,0,0,0,791884000,0,791884000
뷰티플렉스 풍기인견 브라탑패키지,0,0,0,495745000,295378000,0,0,0,0,0,0,0,791123000
뱅뱅 여성 봄 데님팬츠 3종,0,0,460614000,323599000,0,0,0,0,0,0,0,0,784213000
코몽트 남성 메쉬티셔츠 7종,0,0,0,0,0,0,304633000,476979000,0,0,0,0,781612000
보몽드 샐비어 시어서커 리플 침구세트 SS,0,0,0,0,156015000,443458000,182137000,0,0,0,0,0,781610000
청정수산 완도활전복 中사이즈 26미,235816000,545767000,0,0,0,0,0,0,0,0,0,0,781583000
오모떼 360도 텐션업 레이스 패키지 시즌4,777379000,0,0,0,0,0,0,0,0,0,0,0,777379000
AAD 소가죽 투웨이 샌들,0,0,0,0,0,0,537771000,239112000,0,0,0,0,776883000
오델로 여성 겨울모자 3종,0,0,0,0,0,0,0,0,0,0,340510000,436135000,776645000
남영비비안 소노르 베르사유 노와이어 컬렉션 브라,0,0,689447000,79920000,0,0,0,0,0,0,0,0,769367000
크리스티나앤코 가디건세트,0,0,298019000,0,0,0,0,0,468797000,0,0,0,766816000
크리스티나앤코 기모티셔츠세트,96419000,669138000,0,0,0,0,0,0,0,0,0,0,765557000
레이프릴 풍기인견 복부 쉐이핑 거들팬티 10종,0,0,0,0,252589000,406748000,104100000,0,0,0,0,0,763437000
크리스티나앤코 이지웨어세트,0,0,0,0,0,0,0,0,0,584272000,60479000,115408000,760159000
무이자 대우전자 벽걸이 에어컨 DOZ-S06JK,0,0,0,0,747951000,9325000,0,0,0,0,0,0,757276000
CERINI by PAT 남성 니트 스웨터 4종,0,0,0,0,0,0,0,0,0,119698000,550327000,84592000,754617000
일시불  쿠쿠전기밥솥 6인용,29140000,234728000,198981000,197260000,93035000,0,0,0,0,0,0,0,753144000
코몽트 남성 이너티셔츠 7종,0,0,0,0,465594000,286970000,0,0,0,0,0,0,752564000
아가타 썸머 샌들세트,0,0,0,0,310572000,329364000,104990000,0,0,0,0,0,744926000
LG 울트라HD TV 75UM7900BNA,0,0,0,0,0,0,0,0,0,0,281083000,463293000,744376000
(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),0,0,57943000,47859000,94560000,112670000,102026000,44929000,74214000,137094000,69924000,0,741219000
히트융 극세사 퍼융기모 여성 동내의 패키지,0,0,0,0,0,0,0,0,0,0,381873000,356026000,737899000
무이자 쿠쿠전기밥솥 6인용,29130000,196247000,218148000,207203000,83000000,0,0,0,0,0,0,0,733728000
스텔라테일러 컴포트 스트레치 팬츠 3종,0,0,0,462156000,110943000,101022000,49066000,0,0,0,0,0,723187000
오모떼 미라클쉐이핑 브라팬티 시즌3,0,0,0,0,595055000,117403000,0,0,0,0,0,0,712458000
레이프릴 퍼펙트 핏 란쥬패키지,0,0,0,0,83784000,371446000,0,48580000,206302000,0,0,0,710112000
일시불  린나이 자동불꽃조절 가스레인지 2구,12048000,255596000,135416000,58838000,0,159665000,87644000,0,0,0,0,0,709207000
(점보형)일월 에너지세이브 카페트매트,0,0,0,0,0,0,0,0,0,556061000,152640000,0,708701000
CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,0,0,0,0,411283000,272322000,0,20692000,0,0,0,0,704297000
가)세렌셉템버 다이아 체크 리빙박스+압축팩,0,194048000,458669000,47962000,0,0,0,0,0,0,0,0,700679000
국내산 손질 갑오징어 9팩,0,0,0,0,0,0,0,0,226248000,472219000,0,0,698467000
무이자 삼성 UHD TV UN65NU7050F,0,0,11056000,534220000,150590000,0,0,0,0,0,0,0,695866000
뱅뱅 남성 봄 데님팬츠 3종,0,0,353186000,342121000,0,0,0,0,0,0,0,0,695307000
컬럼비아 남성 옴니히트 업 베이스레이어 4종,0,0,0,0,0,0,0,0,0,488592000,203471000,0,692063000
알렉스하운드 썸머 기능성 멀티웨어 6종,0,0,0,0,0,225529000,460828000,0,0,0,0,0,686357000
키친아트 스텐밀폐용기 세트,0,144533000,0,94118000,53104000,66488000,179992000,77099000,0,0,69961000,0,685295000
무이자 삼성 무풍슬림 홈멀티  에어컨  AF16R5773WSR,0,0,442841000,55339000,156011000,26812000,0,0,0,0,0,0,681003000
(1등급)221L_딤채김치냉장고(LDL22DHWJJ),0,0,0,0,0,0,0,0,0,0,359735000,320292000,680027000
몬테밀라노 컴포트앤핏 브라팬티 5+5세트,0,477169000,200335000,0,0,0,0,0,0,0,0,0,677504000
김선영 정성한끼 LA갈비 6팩,0,0,0,0,0,0,0,449739000,224743000,0,0,0,674482000
쿠미투니카 웜 레이시 란쥬패키지,0,0,0,0,0,0,0,0,0,78848000,594905000,0,673753000
(도냄)일시불 쿠쿠전기밥솥 10인용,673726000,0,0,0,0,0,0,0,0,0,0,0,673726000
컬럼비아 옴니위크 드로즈 패키지 10종,207112000,408438000,55899000,0,0,0,0,0,0,0,0,0,671449000
아가타 여성 주얼 슬립온+스트랩슬립온,0,289494000,381636000,0,0,0,0,0,0,0,0,0,671130000
아가타 올인원 에디션(앵클부츠1종+플랫슈즈1종),0,0,0,0,0,0,0,0,0,0,400877000,266420000,667297000
헤비추얼 여성 썸머 쿨라이프 데님 3종,0,0,0,0,598855000,68355000,0,0,0,0,0,0,667210000
NNF 더블페이스 쿠션재킷+베스트,0,666227000,0,0,0,0,0,0,0,0,0,0,666227000
삭루츠 투 웨이 백팩(TQ55),0,0,368180000,245869000,51280000,0,0,0,0,0,0,0,665329000
세균싹 행주티슈,45648000,94216000,305484000,94762000,0,0,0,0,79157000,45981000,0,0,665248000
무이자 LG 울트라HD TV 70UK7400KNA,102811000,0,14642000,161121000,112260000,116906000,68699000,51605000,32130000,0,0,0,660174000
(싱글+싱글)일월 품안애 온수매트,0,0,0,0,0,0,0,0,0,0,116988000,540804000,657792000
[헤스티지] 레나 폭스퍼후드 덕다운롱코트,0,0,0,0,0,0,0,0,0,0,0,655036000,655036000
[세라맥스] 포터블 원적외선 전기렌인지,0,0,0,0,0,0,0,0,0,0,130027000,520672000,650699000
헤비추얼 남성 썸머 쿨라이프 데님 3종,0,0,0,0,585991000,60927000,0,0,0,0,0,0,646918000
일시불 LG 울트라HD TV 70UK7400KNA,158085000,0,25899000,113615000,112382000,72714000,77755000,23738000,62126000,0,0,0,646314000
일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),313183000,242374000,89199000,0,0,0,0,0,0,0,0,0,644756000
뱅뱅 남성 아웃도어 팬츠3종(2019 S/S),0,0,0,522541000,121400000,0,0,0,0,0,0,0,643941000
2019 S/S 기라로쉬 올인원 선글라스,0,0,0,0,643863000,0,0,0,0,0,0,0,643863000
도스문도스 카이만 엠보 소가죽 토트백 1종,0,0,0,0,284020000,220119000,101035000,0,38181000,0,0,0,643355000
강원도양구 간편시래기15팩,0,0,0,0,0,0,0,0,0,332855000,299481000,0,632336000
일시불  린나이 자동불꽃조절 가스레인지 3구,14416000,215607000,103032000,38395000,0,178944000,77609000,0,0,0,0,0,628003000
무이자  얼리젼 밀레 푸쉬풀 도어락,0,0,0,0,0,0,0,0,407799000,218741000,0,0,626540000
쿠미투니카 쿨 레이시 란쥬쉐이퍼&팬티,0,0,0,166876000,456978000,0,0,0,0,0,0,0,623854000
엘렌실라 그린 에너지 썬스틱7,0,0,0,0,0,127595000,491898000,0,0,0,0,0,619493000
오모떼 미라클쉐이핑 브라팬티 시즌2,0,180532000,437401000,0,0,0,0,0,0,0,0,0,617933000
일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,128966000,247121000,234571000,0,3070000,0,0,0,0,0,0,0,613728000
트레스패스 남성 에어 워킹화 + 러닝화 2종,0,0,0,0,0,0,0,0,263809000,132661000,217129000,0,613599000
무이자  린나이 자동불꽃조절 가스레인지 2구,14771000,237268000,130887000,46067000,0,126720000,57691000,0,0,0,0,0,613404000
일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),0,0,0,611896000,0,0,0,0,0,0,0,0,611896000
메시제이 퀼팅코트+퍼베스트,159232000,448854000,0,0,0,0,0,0,0,0,0,0,608086000
트레스패스 여성 에어 워킹화 + 러닝화 2종,0,0,0,0,0,0,0,0,285452000,156146000,166135000,0,607733000
(1등급)467L_딤채김치냉장고,0,0,0,0,0,0,0,0,0,0,606551000,0,606551000
무이자 LG 울트라HD TV 55UM7900BNA,0,0,0,0,0,0,0,0,215578000,154530000,232611000,0,602719000
마르엘라로사티 롱블라우스3종,0,0,0,0,0,0,0,0,372739000,225009000,0,0,597748000
AAE LA갈비 7팩,595458000,0,0,0,0,0,0,0,0,0,0,0,595458000
(일)장수흙침대 퀸,0,0,0,0,0,0,0,0,0,0,97899000,497362000,595261000
마리노블 밍크 퍼 베스트,0,575862000,19169000,0,0,0,0,0,0,0,0,0,595031000
엘렌실라 달팽이크림(콜라겐5+팩트3),300541000,218856000,72999000,0,0,0,0,0,0,0,0,0,592396000
[특등급] 김천 샤인머스켓 2kg (2~3수),0,0,0,0,0,0,0,0,0,316370000,273637000,0,590007000
생쥴랑 18K 베니스 주얼리 컬렉션 11종,0,0,0,0,0,0,0,140369000,448027000,0,0,0,588396000
레이프릴 골드라벨 무빙 란쥬,0,512528000,74019000,0,0,0,0,0,0,0,0,0,586547000
더블모 어성초 샴푸,0,0,0,0,0,0,0,0,0,0,0,584038000,584038000
일시불 메디컬드림 롤링마사지기 (KMD-970),0,0,0,39355000,363339000,90837000,0,0,44124000,44893000,0,0,582548000
LG 울트라HD TV 55UM7900BNA,0,0,0,0,0,0,0,0,0,0,177155000,404933000,582088000
란체티 남성 융기모 히팅 동내의 패키지,0,0,0,0,0,0,0,0,0,0,444514000,136086000,580600000
(일)삼익가구 어블러 LED 멀티 수납형 침대 슈퍼싱글,0,0,0,0,0,135913000,173662000,44399000,130144000,92137000,0,0,576255000
라쉬반 레알마드리드 에디션 드로즈 패키지(+캐리어),0,0,0,0,0,0,0,0,0,241026000,167541000,167450000,576017000
이보은의 우삽겹 12팩세트,0,0,0,0,0,0,0,0,0,128483000,211505000,231259000,571247000
바로바로 무선청소기+필터 1개 추가,0,0,0,0,0,0,0,76372000,174318000,0,0,320340000,571030000
일시불 삼성 UHD TV UN55NU7050F,0,0,12179000,389034000,169531000,0,0,0,0,0,0,0,570744000
무이자쿠첸압력밥솥 10인용,50929000,0,0,0,0,0,0,0,0,0,136513000,380030000,567472000
[RYN] 린 여성 다이얼락 히트 웜 퍼 방한화 2종,0,0,0,0,0,0,0,0,0,0,304947000,261026000,565973000
생줄랑 14K 글로리아 목걸이 컬렉션 8종,0,0,0,0,0,0,120491000,443499000,0,0,0,0,563990000
그렉노먼 남성 봄 컬렉션 티셔츠 5종,0,0,478306000,81371000,0,0,0,0,0,0,0,0,559677000
무이자 삼성 UHD TV UN55NU7050F,0,0,22963000,359476000,173587000,0,0,0,0,0,0,0,556026000
라쉬반 뉴트로 에어 에디션 드로즈 패키지,0,0,0,0,0,0,317420000,236904000,0,0,0,0,554324000
"[광동제약] 석류 100, 총 5박스",0,0,0,0,0,142428000,0,84035000,0,246963000,8887000,69388000,551701000
로이몬스터 남녀 벤치후드롱패딩,551089000,0,0,0,0,0,0,0,0,0,0,0,551089000
마르엘라로사티 에코무스탕1종,0,0,0,0,0,0,0,0,0,0,117975000,431844000,549819000
헤드 프리무빙 레깅스 4종 패키지,0,0,0,0,0,0,0,0,0,199525000,235931000,113789000,549245000
프라다 테스토 크로스백,0,0,0,0,314226000,78344000,116575000,26656000,0,12395000,0,0,548196000
키친아트 스마트뷰 스텐밀폐용기 20종,0,0,133923000,0,0,0,193177000,110411000,0,77604000,30985000,0,546100000
썸덱스 클레오 여행가방 9종세트,0,0,0,342065000,198713000,0,0,0,0,0,0,0,540778000
USPA  남성 폴로셔츠 위켄드 컬렉션 3종,0,0,0,0,276549000,259962000,0,0,0,0,0,0,536511000
디즈니 19 SS 반팔스웻티셔츠  6종,0,0,0,0,0,0,360220000,175068000,0,0,0,0,535288000
[RYN] 린 남성 다이얼락 히트 웜 퍼 방한화 2종,0,0,0,0,0,0,0,0,0,0,260721000,272478000,533199000
(일) 삼익가구 LED 제니비 서랍형 침대 Q,0,108856000,216156000,155043000,47898000,0,0,0,0,0,0,0,527953000
제주갈치+참조기세트,0,0,0,0,0,0,0,0,0,0,249030000,275670000,524700000
무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,519463000,0,0,0,0,0,0,0,0,0,0,0,519463000
일시불 LG 울트라HD TV 65UM7900BNA,0,0,0,0,0,0,0,0,73426000,199039000,246676000,0,519141000
[플로쥬] 트윙클 아일렛 스니커즈,0,0,92282000,258000000,168423000,0,0,0,0,0,0,0,518705000
크리스티나앤코 썸머플리츠세트,0,0,0,0,301244000,216835000,0,0,0,0,0,0,518079000
(무) 삼익가구 LED 제니비 서랍형 침대 SS,0,86400000,210571000,156391000,64590000,0,0,0,0,0,0,0,517952000
CERINI by PAT 남성 캐주얼 셔츠 4종,0,0,0,516106000,0,0,0,0,0,0,0,0,516106000
[가이거] 블랙 에디션 다이아몬드 워치(남성용),0,0,0,0,0,0,169482000,24074000,183106000,80355000,56672000,0,513689000
(무)[보루네오] 피올레 천연소가죽 소파 6인용,0,0,0,0,73781000,66097000,34725000,67316000,130395000,83728000,47200000,10259000,513501000
삭루츠 크로스바디 백(TQ12),0,0,454977000,56912000,0,0,0,0,0,0,0,0,511889000
노와 스텐 대용량에어프라이어 4L,0,0,361351000,148548000,0,0,0,0,0,0,0,0,509899000
마리끌레르 파리컬렉션 리얼 하이드로 립스틱(마스카라),0,0,0,0,0,0,0,0,230291000,276103000,0,0,506394000
무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,0,0,0,0,77440000,251755000,177125000,0,0,0,0,0,506320000
일시불 썸덱스 트로이카 여행가방 10종세트,0,0,0,0,0,223622000,278183000,0,0,0,0,0,501805000
크리스티나앤코 퀼팅롱코트,0,0,0,0,0,0,0,0,76558000,269569000,153777000,0,499904000
엔셀라두스 밴딩팬츠 3종,0,0,189537000,309877000,0,0,0,0,0,0,0,0,499414000
마르엘라로사티 휘메일 풀스킨 밍크 후드코트(앱할인),0,0,0,0,0,0,0,0,423032000,75685000,0,0,498717000
고창 꿀 고구마 10kg,0,0,0,0,0,0,0,0,0,0,0,496645000,496645000
(일) 삼익가구 LED 제니비 서랍형 침대 K,0,117188000,179081000,124911000,73456000,0,0,0,0,0,0,0,494636000
디키즈 윈드브레이커1종,0,0,0,494320000,0,0,0,0,0,0,0,0,494320000
CERINI by PAT 남성 썸머 쿨 카라 티셔츠 5종,0,0,0,0,75788000,415243000,0,0,0,0,0,0,491031000
시스마르스 보헤미안 소가죽 샌들+뮬 슬리퍼,0,0,0,0,0,90893000,291634000,107562000,0,0,0,0,490089000
오델로 겨울모자 3종 (2차),0,0,0,0,0,0,0,0,0,0,0,489376000,489376000
임페리얼 여성 울 블렌딩 니트 3종,165287000,287848000,35819000,0,0,0,0,0,0,0,0,0,488954000
무이자 스위스밀리터리 에어프라이어,488029000,0,0,0,0,0,0,0,0,0,0,0,488029000
AAD 소가죽 올데이슬립온,0,0,0,0,0,0,0,0,374663000,111600000,0,0,486263000
무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),0,0,302804000,182660000,0,0,0,0,0,0,0,0,485464000
푸마 웜셀(WARM CELL)원피스 브라탑 3종세트,0,0,0,0,0,0,0,0,0,483411000,0,0,483411000
오모떼 쉐이핑 브라팬티 10종,0,0,0,0,0,348343000,134553000,0,0,0,0,0,482896000
보코 리버시블 무스탕,399726000,83169000,0,0,0,0,0,0,0,0,0,0,482895000
아리스토우 남성기모티셔츠5종,451867000,30762000,0,0,0,0,0,0,0,0,0,0,482629000
에코라믹 통주물 스톤 냄비세트 (new),0,0,0,0,0,0,0,78789000,0,0,182768000,217350000,478907000
[페플럼제이] 19Fall' 시그니처 수트+베스트 컬렉션 3종 set,0,0,0,0,0,0,0,61295000,373189000,43743000,0,0,478227000
[루이띠에] 18k 그레이스 골드 주얼리 세트,0,0,0,0,0,0,0,0,256054000,221897000,0,0,477951000
테이트 여성 SS 트렌치재킷,0,0,477399000,0,0,0,0,0,0,0,0,0,477399000
헤드 언더셔츠 6종패키지,0,0,0,355904000,120161000,0,0,0,0,0,0,0,476065000
무이자 삼성 UHD TV UN75NU7050F,0,0,8868000,280291000,178815000,0,0,0,0,0,0,0,467974000
크리스티나앤코 로브앙상블세트,0,0,0,0,466514000,0,0,0,0,0,0,0,466514000
일시불  얼리젼 밀레 푸쉬풀 도어락,0,0,0,0,0,0,0,0,274173000,191446000,0,0,465619000
일시불 삼성 엑티브워시 세탁기14kg WA14N6781TG,0,0,0,400925000,64333000,0,0,0,0,0,0,0,465258000
쓰임 마호가니 원목도마 4종 세트,149417000,29549000,0,0,0,0,0,0,0,111004000,83968000,89922000,463860000
(퀸사이즈)일월 품안애 온수매트,0,0,0,0,0,0,0,0,15298000,0,75882000,372075000,463255000
뷰티플렉스 풍기인견 원피스 2종(8월),0,0,0,0,0,0,0,462863000,0,0,0,0,462863000
임페리얼 여성 스트레치 팬츠 3종,0,0,0,0,0,0,0,0,98992000,218355000,142417000,0,459764000
코치 베네트 사첼백,0,0,0,0,0,0,143647000,67701000,183770000,64155000,0,0,459273000
카파 런닝 패키지 9종,317412000,141223000,0,0,0,0,0,0,0,0,0,0,458635000
월드컵 남성 러닝화+슬리퍼,0,0,0,0,0,457116000,0,0,0,0,0,0,457116000
일시불 스위스밀리터리 에어프라이어,456813000,0,0,0,0,0,0,0,0,0,0,0,456813000
(일)[보루네오] 피올레 천연소가죽 소파 3인용,0,0,0,0,37815000,53589000,42240000,92906000,82434000,82458000,51832000,13247000,456521000
에펨 남성 소가죽 체인지 샌들,0,0,0,0,42897000,206759000,205771000,0,0,0,0,0,455427000
코치 시그니처 켈시 사첼백,0,0,0,0,0,0,73995000,69156000,172558000,101155000,29277000,7649000,453790000
ALL New 파워스윙 물걸레 진공청소기,0,0,0,0,0,0,0,115495000,290902000,47255000,0,0,453652000
닥터 프리바이오틱스 플러스,0,0,0,0,0,182046000,208522000,0,40652000,21870000,0,0,453090000
보코 풍기인견 블라우스,0,0,0,0,0,0,0,450966000,0,0,0,0,450966000
아이앤아이 퀵래쉬 속눈썹세트,0,0,0,0,0,0,0,0,0,0,178174000,267643000,445817000
남영비비안 로즈버드 머스트해브 브라패키지,0,0,0,0,0,0,0,0,224864000,220938000,0,0,445802000
일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,0,0,0,0,79901000,185831000,178844000,0,0,0,0,0,444576000
일시불쿠첸압력밥솥 6인용,46608000,0,0,0,0,0,0,0,0,0,99619000,298154000,444381000
보코 배색 사파리재킷,0,0,0,234724000,0,0,0,0,80755000,127296000,0,0,442775000
오세득 본 갈비탕,0,0,0,0,0,0,0,0,0,0,219396000,221524000,440920000
월드컵 남성 에어러닝화+아쿠아트레킹화,0,0,0,0,0,0,191163000,248359000,0,0,0,0,439522000
K-SWISS 여성PK티셔츠4종,0,0,0,54180000,257765000,126453000,0,0,0,0,0,0,438398000
푸마 트렁크 블랙에디션 패키지,0,195537000,213389000,27257000,0,0,0,0,0,0,0,0,436183000
셀렉프로 뚝배기 전기밥솥(멀티쿠커),0,0,0,0,0,0,0,0,0,0,0,434630000,434630000
일시불[가이거] 제니스시계 주얼리세트,369425000,42755000,22125000,0,0,0,0,0,0,0,0,0,434305000
아가타 윈터 에디션(부츠1종+소프트퍼슈즈1종),0,0,0,0,0,0,0,0,0,0,431889000,0,431889000
램프쿡 자동회전냄비,0,0,0,0,0,0,0,0,0,0,0,428282000,428282000
USPA  여성 폴로셔츠 위켄드 컬렉션 3종,0,0,0,0,238275000,189936000,0,0,0,0,0,0,428211000
레노마 우/양산 2종세트,0,0,0,0,0,0,427204000,0,0,0,0,0,427204000
컬럼비아 남성 베이스레이어 5종,0,0,54980000,371660000,0,0,0,0,0,0,0,0,426640000
무이자 국내제조 노비타 뉴스파 비데  무료설치,0,0,0,0,0,0,0,0,0,141502000,69153000,215863000,426518000
올리고 가스와이드그릴레인지 프리미엄형,361379000,0,64081000,0,0,0,0,0,0,0,0,0,425460000
푸마 뉴 니트 스트레치 심리스 드로즈 11종,0,0,0,0,0,0,0,0,0,297904000,127023000,0,424927000
아가타 소가죽 데이쿠션로퍼,0,0,0,0,0,0,0,187163000,236338000,0,0,0,423501000
(무)[보루네오] 피올레 천연소가죽 소파 3인용,0,0,0,0,36855000,53024000,39653000,71063000,80540000,94273000,34482000,12264000,422154000
뱅뱅 여성 아웃도어 팬츠3종(2019 S/S),0,0,0,339571000,82328000,0,0,0,0,0,0,0,421899000
미바 이온칼슘 파운데이션 더블쿠션 RX,0,0,0,0,0,0,0,0,0,0,347326000,73735000,421061000
뱅뱅 남성 본딩기모데님3종,0,0,0,0,0,0,0,0,0,0,0,420524000,420524000
[안드레아바나]리얼카이만 악어 토트백,0,0,0,0,420096000,0,0,0,0,0,0,0,420096000
(싱글사이즈)일월 품안애 온수매트,0,0,0,0,0,0,0,0,18330000,0,71712000,328514000,418556000
남영비비안 소노르 퀸 컬렉션 프리미엄 브라,0,0,0,230113000,183682000,0,0,0,0,0,0,0,413795000
(일)[보루네오] 피올레 천연소가죽 소파 6인용,0,0,0,0,48469000,61172000,48240000,37330000,91058000,70659000,53020000,3383000,413331000
마르엘라로사티 쿨썸머 데님 3종,0,0,0,0,0,316834000,95817000,0,0,0,0,0,412651000
구찌 더블G 오버 선글라스,0,0,0,0,0,0,0,0,135532000,24243000,12016000,236831000,408622000
오렐리안 풍기인견 원피스 2종세트(8월),0,0,0,0,0,0,0,407394000,0,0,0,0,407394000
일시불  해피콜 크로커다일 IH 후라이팬,0,0,60020000,225393000,0,0,0,0,121248000,0,0,0,406661000
일시불 2019년 타이거 충전식 무선 예초기,0,0,0,0,0,0,119659000,286293000,0,0,0,0,405952000
푸마 INNO 심리스 드로즈 (6차),375132000,29479000,0,0,0,0,0,0,0,0,0,0,404611000
올바로바른자세밴드 2종세트,0,169339000,232275000,0,0,0,0,0,0,0,0,0,401614000
강원도양구 간편시래기 + 시래기 들깨 무침,0,401283000,0,0,0,0,0,0,0,0,0,0,401283000
월드컵 남성 워킹화+슬립온,0,355271000,45971000,0,0,0,0,0,0,0,0,0,401242000
코몽트 남성스포츠 팬츠3종,0,0,0,0,0,400139000,0,0,0,0,0,0,400139000
무이자 쿠쿠 블랙스톤 전기밥솥 10인용,0,0,0,0,47552000,191220000,159797000,0,0,0,0,0,398569000
월드컵 여성 에어러닝화+아쿠아트레킹화,0,0,0,0,0,0,165660000,231851000,0,0,0,0,397511000
일시불 프로피쿡 에어프라이어,0,298881000,98458000,0,0,0,0,0,0,0,0,0,397339000
무이자 삼성 노트북 9 메탈 기본형 NT900X5J-K14,71484000,147962000,170212000,0,6522000,0,0,0,0,0,0,0,396180000
프라다 테스토 레터링 버킷백,0,0,0,0,328696000,65929000,0,0,0,0,0,0,394625000
레이프릴 쿨 보정런닝,0,0,0,393976000,0,0,0,0,0,0,0,0,393976000
일시불 삼성 유로피안 냉장고RS82M6000S8,64891000,328924000,0,0,0,0,0,0,0,0,0,0,393815000
[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),0,0,0,391044000,0,0,0,0,0,0,0,0,391044000
월드컵 남성러닝화+트레킹화,0,0,0,207324000,183274000,0,0,0,0,0,0,0,390598000
삭루츠 크로스바디백(TQ12),0,0,0,318405000,71679000,0,0,0,0,0,0,0,390084000
코튼데이 유기농 순면 마스크 KF94 60매,0,0,359252000,30768000,0,0,0,0,0,0,0,0,390020000
헤비추얼 남성 트렌치 맥코트,0,0,359586000,29630000,0,0,0,0,0,0,0,0,389216000
무이자 삼성 UHD TV UN55NU7010FXKR,157681000,132789000,98052000,0,0,0,0,0,0,0,0,0,388522000
무이자 삼성 UHD TV UN65NU7010FXKR,171362000,96751000,120382000,0,0,0,0,0,0,0,0,0,388495000
제주농장 유기 양배추진액 120포,220887000,165689000,0,0,0,0,0,0,0,0,0,0,386576000
[루이띠에] 18K 베르니아 팔찌,0,0,0,0,0,0,0,199868000,127331000,27022000,24731000,6161000,385113000
레코바 남성 다이얼워킹화세트,0,0,0,219157000,0,0,0,135228000,30325000,0,0,0,384710000
일시불 쿠첸 풀스텐 압력밥솥 10인용 ,0,113666000,270048000,0,0,0,0,0,0,0,0,0,383714000
에펨 여성 글로스 샌들,0,0,0,0,38891000,176417000,167424000,0,0,0,0,0,382732000
보코 메쉬 아이스 풀코디,0,0,0,0,381829000,0,0,0,0,0,0,0,381829000
이봉원 정직한 안창살 + 갈비살구이,378644000,0,0,0,0,0,0,0,0,0,0,0,378644000
(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,0,0,0,0,0,83993000,130659000,38527000,73240000,51573000,0,0,377992000
임페리얼 남성 울 블렌딩 니트 3종,179127000,197648000,0,0,0,0,0,0,0,0,0,0,376775000
일시불 LG 울트라HD TV 75UM7900BNA,0,0,0,0,0,0,0,0,38775000,156880000,180646000,0,376301000
(더블+싱글)일월 순면 온열매트,0,0,0,0,0,0,0,0,0,292986000,82329000,0,375315000
보몽드 엘사 자수 쿨 시어서커 침구세트 SK(슈퍼킹),0,0,0,0,0,98060000,274524000,0,0,0,0,0,372584000
